,features,class
217,"[46.486557196677836, 44.64302857109943, 43.93176527297759, 43.41658669218482, 42.1070065428546, 40.0, 38.118237105091836, 35.35533905932738, 32.7566787083184, 30.364452901377952, 28.635642126552707, 26.92582403567252, 25.612496949731394, 25.495097567963924, 24.758836806279895, 25.0, 26.419689627245813, 28.231188426986208, 30.364452901377952, 32.7566787083184, 35.35533905932738, 38.05259518088089, 40.01249804748511, 42.190046219457976, 43.56604182158393, 44.14748010928823, 44.9221548904324, 46.8187996428785, 47.01063709417264, 47.41307836451879, 47.16990566028302, 46.400431032480725, 45.34313619501854, 44.553338819890925, 43.278170016764804, 42.20189569201838, 40.496913462633174, 38.948684188300895, 38.48376280978771, 38.27531841800928, 37.36308338453881, 36.6742416417845, 36.22154055254967, 36.013886210738214, 35.05709628591621, 34.36568055487916, 33.95585369269929, 33.83784863137726, 33.1058907144937, 32.7566787083184, 32.802438933713454, 32.526911934581186, 33.421549934136806, 34.132096331752024, 35.34119409414458, 37.0, 39.05124837953327, 41.43669871020132, 44.28317965096906, 46.04345773288535, 49.01020301937138, 50.15974481593781, 51.478150704935004, 50.99019513592785, 51.19570294468082, 50.635955604688654, 50.24937810560445, 50.039984012787215, 48.010415536631214, 46.17358552246078, 43.41658669218482, 40.792156108742276, 38.600518131237564, 36.76955262170047, 35.35533905932738, 34.40930106817051, 33.301651610693426, 33.301651610693426, 33.015148038438355, 33.12099032335839, 33.61547262794322, 33.52610922848042, 34.713109915419565, 34.23448553724738, 35.014282800023196, 36.05551275463989, 36.345563690772494, 36.87817782917155, 37.64306044943742, 38.62641583165593, 38.91015291668744, 39.44616584663204, 41.048751503547585, 42.01190307520001, 43.18564576337837, 45.254833995939045, 46.09772228646444, 47.20169488482379, 48.02082881417188, 47.41307836451879]",3
218,"[46.17358552246078, 44.384682042344295, 43.73785545725808, 42.2965719651132, 40.049968789001575, 37.013511046643494, 34.23448553724738, 31.400636936215164, 28.861739379323623, 26.248809496813376, 24.166091947189145, 21.95449840010015, 20.615528128088304, 20.615528128088304, 21.95449840010015, 20.0, 19.849433241279208, 21.095023109728988, 23.259406699226016, 25.298221281347036, 27.892651361962706, 30.59411708155671, 33.24154027718932, 36.013886210738214, 39.05124837953327, 41.30375285612676, 43.73785545725808, 44.384682042344295, 46.17358552246078, 46.238512086787566, 47.4236228055175, 47.885279575251516, 47.70744176750625, 47.80167361086848, 46.75467891024384, 45.967379738244816, 44.68780594300866, 43.60045871318328, 41.88078318274385, 41.182520563948, 39.81205847478876, 39.56008088970496, 38.600518131237564, 38.8329756778952, 38.3275357934736, 38.05259518088089, 37.013511046643494, 37.21558813185679, 36.6742416417845, 36.40054944640259, 36.40054944640259, 35.77708763999664, 35.510561809129406, 35.608987629529715, 36.069377593742864, 36.235341863986875, 36.89173349139343, 38.01315561749642, 39.56008088970496, 41.48493702538308, 43.93176527297759, 46.52956049652737, 48.16637831516918, 50.00999900019995, 51.03920062069938, 51.24451190127583, 50.635955604688654, 50.21951811795888, 52.392747589718944, 53.9351462406472, 53.150729063673246, 50.21951811795888, 50.635955604688654, 51.24451190127583, 51.03920062069938, 51.0098029794274, 49.16299421312742, 47.51841748206689, 44.91102314577124, 42.44997055358225, 40.496913462633174, 38.91015291668744, 37.73592452822641, 37.013511046643494, 36.76955262170047, 36.235341863986875, 36.05551275463989, 36.235341863986875, 36.76955262170047, 36.68787265568828, 36.87817782917155, 37.33630940518894, 37.05401462729781, 37.013511046643494, 38.2099463490856, 38.63935817272331, 39.293765408777, 39.21734310225516, 40.311288741492746, 40.70626487409524]",3
219,"[0.0, 5.385164807134504, 10.44030650891055, 16.15549442140351, 21.93171219946131, 25.298221281347036, 19.6468827043885, 14.035668847618199, 9.0, 7.211102550927978]",3
220,"[36.87817782917155, 36.6742416417845, 36.49657518178932, 36.345563690772494, 36.22154055254967, 36.124783736376884, 36.05551275463989, 35.014282800023196, 35.0, 35.014282800023196, 35.05709628591621, 35.12833614050059, 35.22782990761707, 35.35533905932738, 34.52535300326414, 34.713109915419565, 33.95585369269929, 34.20526275297414, 34.48187929913333, 33.83784863137726, 34.17601498127012, 34.539832078341085, 34.0147027033899, 34.438350715445125, 34.0, 33.61547262794322, 33.28663395418648, 33.015148038438355, 33.60059523282288, 33.421549934136806, 33.301651610693426, 33.24154027718932, 33.94112549695428, 33.97057550292606, 34.058772731852805, 34.20526275297414, 34.40930106817051, 34.66987164671943, 34.9857113690718, 35.35533905932738, 35.77708763999664, 36.6742416417845, 37.16180835212409, 37.69615364994153, 38.27531841800928, 38.897300677553446, 39.56008088970496, 40.26164427839479, 41.0, 41.773197148410844, 42.7551166528639, 43.73785545725808, 44.553338819890925, 45.39823785126467, 45.27692569068709, 46.17358552246078, 47.095647357266465, 48.041648597857254, 48.010415536631214, 48.0, 48.010415536631214, 49.040799340956916, 49.09175083453431, 50.15974481593781, 50.24937810560445, 50.35871324805669, 51.478150704935004, 50.635955604688654, 50.80354318352215, 50.00999900019995, 49.24428900898052, 50.21951811795888, 51.419840528729765, 50.695167422546305, 51.66236541235796, 52.630789467763066, 53.600373133029585, 54.57105459856901, 55.31726674375732, 54.12947441089743, 54.91812087098393, 53.9351462406472, 54.12947441089743, 54.3415126767741, 53.600373133029585, 52.630789467763066, 51.419840528729765, 50.21951811795888, 50.00999900019995, 50.80354318352215, 51.62363799656123, 51.478150704935004, 51.35172830587107, 50.24937810560445, 50.15974481593781, 50.08991914547278, 49.040799340956916, 48.010415536631214, 48.0, 48.010415536631214]",3
221,"[45.35416188179427, 43.73785545725808, 42.2965719651132, 41.048751503547585, 39.01281840626232, 36.22154055254967, 33.734255586866, 31.32091952673165, 29.154759474226502, 27.784887978899608, 27.018512172212592, 27.586228448267445, 26.90724809414742, 26.627053911388696, 27.730849247724095, 29.410882339705484, 31.78049716414141, 34.36568055487916, 37.05401462729781, 40.01249804748511, 42.190046219457976, 43.56604182158393, 44.14748010928823, 45.880278987817846, 46.8187996428785, 47.01063709417264, 47.41307836451879, 48.02082881417188, 47.20169488482379, 46.09772228646444, 45.254833995939045, 43.93176527297759, 42.80186911806539, 41.048751503547585, 40.311288741492746, 38.91015291668744, 39.56008088970496, 38.600518131237564, 37.8549864614954, 37.33630940518894, 37.05401462729781, 36.013886210738214, 35.22782990761707, 34.713109915419565, 34.48187929913333, 34.539832078341085, 34.0, 33.015148038438355, 33.301651610693426, 33.301651610693426, 33.83784863137726, 34.88552708502482, 35.4682957019364, 37.36308338453881, 39.6232255123179, 42.2965719651132, 45.044422518220834, 47.01063709417264, 49.16299421312742, 50.48762224545735, 50.99019513592785, 50.695167422546305, 50.59644256269407, 54.08326913195984, 54.120236510939236, 54.3415126767741, 53.600373133029585, 53.45091205957107, 50.28916384272063, 50.44799302251776, 50.80354318352215, 49.36598018878993, 49.09175083453431, 47.0, 45.09988913511872, 42.2965719651132, 39.81205847478876, 37.64306044943742, 35.84689665786984, 35.35533905932738, 34.40930106817051, 33.97057550292606, 33.301651610693426, 33.83784863137726, 34.88552708502482, 34.539832078341085, 34.48187929913333, 34.713109915419565, 35.22782990761707, 36.013886210738214, 37.05401462729781, 37.33630940518894, 37.8549864614954, 38.600518131237564, 39.56008088970496, 38.91015291668744, 40.311288741492746, 41.048751503547585, 42.80186911806539, 43.93176527297759]",3
222,"[45.35416188179427, 43.73785545725808, 42.2965719651132, 40.049968789001575, 38.01315561749642, 35.12833614050059, 32.38826948140329, 29.832867780352597, 26.92582403567252, 24.698178070456937, 22.360679774997898, 21.470910553583888, 23.769728648009426, 26.248809496813376, 28.861739379323623, 31.400636936215164, 34.132096331752024, 37.013511046643494, 40.049968789001575, 41.30375285612676, 43.73785545725808, 45.35416188179427, 45.221676218380054, 46.238512086787566, 47.4236228055175, 47.01063709417264, 46.87216658103186, 45.60701700396552, 44.598206241955516, 43.86342439892262, 42.638011210655684, 40.80441152620633, 39.96248240537617, 38.47076812334269, 38.07886552931954, 37.94733192202055, 38.07886552931954, 37.48332962798263, 37.12142238654117, 37.0, 37.12142238654117, 36.49657518178932, 36.138621999185304, 37.0, 36.24913792078372, 36.71511950137164, 36.61966684720111, 36.87817782917155, 37.48332962798263, 37.8021163428716, 38.58756276314948, 39.81205847478876, 41.43669871020132, 43.68065933568311, 46.09772228646444, 48.507731342539614, 50.15974481593781, 51.0098029794274, 51.03920062069938, 51.24451190127583, 51.62363799656123, 51.19570294468082, 52.88667128870941, 54.3415126767741, 53.75872022286245, 54.3415126767741, 51.419840528729765, 50.80354318352215, 51.35172830587107, 51.088159097779204, 51.0, 51.088159097779204, 49.36598018878993, 50.80354318352215, 52.392747589718944, 51.19570294468082, 50.635955604688654, 47.853944456021594, 45.60701700396552, 43.32435804486894, 41.23105625617661, 39.824615503479755, 38.8329756778952, 38.28837943815329, 37.48332962798263, 37.013511046643494, 36.89173349139343, 37.12142238654117, 36.76955262170047, 36.68787265568828, 36.87817782917155, 36.345563690772494, 37.05401462729781, 37.013511046643494, 37.21558813185679, 37.656340767525464, 37.36308338453881, 38.27531841800928, 38.48376280978771, 38.948684188300895]",3
223,"[45.35416188179427, 43.73785545725808, 42.2965719651132, 40.049968789001575, 38.01315561749642, 35.22782990761707, 32.38826948140329, 29.832867780352597, 27.202941017470888, 25.079872407968907, 22.825424421026653, 21.400934559032695, 20.518284528683193, 20.615528128088304, 20.615528128088304, 21.95449840010015, 24.166091947189145, 26.570660511172846, 28.861739379323623, 31.400636936215164, 34.23448553724738, 37.013511046643494, 40.049968789001575, 41.30375285612676, 43.73785545725808, 45.35416188179427, 46.17358552246078, 47.16990566028302, 47.4236228055175, 47.885279575251516, 48.54894437575342, 47.80167361086848, 47.4236228055175, 45.967379738244816, 45.45327270945405, 44.40720662234904, 42.720018726587654, 41.182520563948, 40.718546143004666, 39.56008088970496, 39.56008088970496, 38.8329756778952, 38.3275357934736, 38.05259518088089, 38.01315561749642, 37.21558813185679, 37.656340767525464, 37.36308338453881, 37.33630940518894, 36.6742416417845, 36.359317925395686, 36.40054944640259, 36.069377593742864, 36.87817782917155, 37.44329045369811, 38.47076812334269, 39.92492955535426, 41.7612260356422, 43.93176527297759, 46.52956049652737, 49.16299421312742, 51.0098029794274, 51.03920062069938, 51.24451190127583, 50.635955604688654, 51.19570294468082, 50.635955604688654, 51.24451190127583, 51.03920062069938, 51.0098029794274, 49.16299421312742, 47.51841748206689, 44.91102314577124, 42.720018726587654, 40.85339643163099, 39.35733730830886, 38.27531841800928, 37.64306044943742, 36.76955262170047, 37.013511046643494, 36.89173349139343, 37.12142238654117, 37.69615364994153, 36.68787265568828, 36.87817782917155, 37.33630940518894, 38.05259518088089, 38.01315561749642, 38.2099463490856, 38.63935817272331, 39.293765408777, 40.162171256046406, 40.311288741492746, 41.593268686170845, 42.190046219457976, 43.829214001622255, 44.82186966202994, 46.010868281309364, 47.38143096192854, 48.27007354458868]",3
224,"[45.12205669071391, 43.73785545725808, 43.41658669218482, 42.190046219457976, 41.048751503547585, 40.0, 39.05124837953327, 37.21558813185679, 35.510561809129406, 33.734255586866, 32.28002478313795, 30.675723300355934, 29.546573405388315, 28.178005607210743, 27.459060435491963, 27.018512172212592, 27.586228448267445, 26.870057685088806, 25.495097567963924, 26.870057685088806, 26.248809496813376, 26.627053911388696, 27.294688127912362, 28.635642126552707, 29.732137494637012, 31.32091952673165, 32.7566787083184, 34.52535300326414, 36.22154055254967, 38.05259518088089, 40.0, 41.048751503547585, 42.190046219457976, 43.41658669218482, 43.73785545725808, 45.12205669071391, 45.60701700396552, 46.17358552246078, 45.880278987817846, 46.61544808322666, 47.4236228055175, 47.41307836451879, 47.50789408087881, 46.87216658103186, 46.400431032480725, 46.09772228646444, 45.27692569068709, 44.553338819890925, 43.93176527297759, 42.638011210655684, 41.400483088968905, 41.048751503547585, 39.96248240537617, 38.948684188300895, 38.91015291668744, 39.0, 38.27531841800928, 37.64306044943742, 37.107950630558946, 37.656340767525464, 37.33630940518894, 36.124783736376884, 36.013886210738214, 35.014282800023196, 35.12833614050059, 34.36568055487916, 34.713109915419565, 34.20526275297414, 34.785054261852174, 33.61547262794322, 33.54101966249684, 32.7566787083184, 33.015148038438355, 32.64965543462902, 32.526911934581186, 33.301651610693426, 33.60059523282288, 34.132096331752024, 34.88552708502482, 35.84689665786984, 37.0, 38.3275357934736, 39.81205847478876, 41.593268686170845, 43.289721643826724, 45.09988913511872, 47.01063709417264, 48.010415536631214, 49.09175083453431, 50.24937810560445, 50.48762224545735, 50.24937810560445, 49.09175083453431, 48.010415536631214, 48.010415536631214, 46.09772228646444, 44.28317965096906, 42.579337712087536, 40.792156108742276, 39.293765408777]",3
225,"[44.40720662234904, 43.104524124504614, 41.0, 38.118237105091836, 36.345563690772494, 33.95585369269929, 31.622776601683793, 29.546573405388315, 27.784887978899608, 27.202941017470888, 26.1725046566048, 26.1725046566048, 25.612496949731394, 26.92582403567252, 28.635642126552707, 30.675723300355934, 32.984845004941285, 35.35533905932738, 38.118237105091836, 40.0, 42.1070065428546, 44.40720662234904, 44.91102314577124, 45.60701700396552, 46.486557196677836, 47.53945729601885, 48.75448697299562, 49.24428900898052, 48.25971404805462, 47.634021455258214, 46.69047011971501, 45.27692569068709, 44.04543109109048, 43.01162633521314, 41.340053217188775, 40.70626487409524, 40.311288741492746, 40.162171256046406, 39.293765408777, 38.63935817272331, 37.21558813185679, 37.013511046643494, 37.05401462729781, 36.345563690772494, 36.87817782917155, 35.73513677041127, 35.84689665786984, 35.35533905932738, 34.40930106817051, 33.97057550292606, 34.713109915419565, 35.805027579936315, 36.71511950137164, 37.16180835212409, 39.21734310225516, 41.23105625617661, 43.73785545725808, 46.2709412050371, 48.041648597857254, 51.0098029794274, 51.15662224971465, 52.46903848937962, 51.97114584074513, 51.97114584074513, 52.46903848937962, 51.15662224971465, 51.0098029794274, 49.040799340956916, 47.265209192385896, 44.553338819890925, 42.20189569201838, 40.162171256046406, 38.07886552931954, 37.589892258425, 36.61966684720111, 35.4682957019364, 34.655446902326915, 35.0, 34.9857113690718, 36.24913792078372, 36.05551275463989, 36.138621999185304, 36.49657518178932, 37.12142238654117, 37.0, 38.118237105091836, 38.47076812334269, 39.05124837953327, 39.84971769034255, 40.85339643163099, 40.24922359499622, 40.8166632639171, 42.43819034784589, 44.204072210600685, 45.34313619501854, 46.66904755831214, 47.50789408087881, 48.60041152089147, 49.39635614091387, 48.76474136094644]",3
226,"[43.93176527297759, 42.42640687119285, 40.11234224026316, 38.0, 35.12833614050059, 32.38826948140329, 29.614185789921695, 27.202941017470888, 24.698178070456937, 22.360679774997898, 20.808652046684813, 19.79898987322333, 20.248456731316587, 20.248456731316587, 19.1049731745428, 20.0, 21.470910553583888, 23.769728648009426, 26.248809496813376, 28.635642126552707, 31.400636936215164, 34.132096331752024, 37.0, 39.11521443121589, 42.42640687119285, 43.93176527297759, 44.64302857109943, 45.5411901469428, 46.61544808322666, 46.95742752749558, 47.50789408087881, 47.43416490252569, 46.22769732530488, 45.27692569068709, 44.598206241955516, 43.41658669218482, 41.617304093369626, 40.8166632639171, 39.35733730830886, 39.0, 38.897300677553446, 38.07886552931954, 37.48332962798263, 37.12142238654117, 37.0, 36.124783736376884, 36.49657518178932, 36.138621999185304, 36.05551275463989, 35.34119409414458, 34.9857113690718, 35.0, 35.38361202590826, 35.4682957019364, 36.61966684720111, 37.589892258425, 38.07886552931954, 39.84971769034255, 42.20189569201838, 44.721359549995796, 47.265209192385896, 49.040799340956916, 50.00999900019995, 51.15662224971465, 50.48762224545735, 50.00999900019995, 50.695167422546305, 53.600373133029585, 53.9351462406472, 52.630789467763066, 50.21951811795888, 50.635955604688654, 50.24937810560445, 51.03920062069938, 50.00999900019995, 48.16637831516918, 46.52956049652737, 43.93176527297759, 41.48493702538308, 39.56008088970496, 38.01315561749642, 37.73592452822641, 36.40054944640259, 36.069377593742864, 35.4682957019364, 36.05551275463989, 36.235341863986875, 35.84689665786984, 35.73513677041127, 35.90264614203248, 36.345563690772494, 36.05551275463989, 37.013511046643494, 37.21558813185679, 37.656340767525464, 38.3275357934736, 38.27531841800928, 38.48376280978771, 39.824615503479755, 41.340053217188775]",3
